"Es ist der Ukraine aufgrund der Waffenlieferungen bisher auf beeindruckende Weise gelungen, Putins weitere Expansionspläne abzuwehren. </s> Viele berufen sich auch auf die deutsche Geschichte und fordern, keine Waffen in Krisengebiete zu liefern. Das führe zu höheren Opferzahlen . </s> Wir müssen alles tun, die Kampfmoral der Ukrainer zu stärken, statt sie zu schwächen. Besonders die Bundesregierung zögert bei Waffenlieferungen.",argumentfor
"""Es ist unsere Pflicht, die Ukraine nach Kräften zu unterstützen bei der Verteidigung gegen die Invasionsarmee von #Putin"", hatte Bundeskanzler Olaf Scholz (SPD) auf Twitter die Entscheidung begründet, Waffen in das Kriegsgebiet zu liefern. </s> Am Samstag hatte die Bundesregierung angekündigt, die ukrainischen Streitkräfte mit 1000 Panzerabwehrwaffen sowie 500 Boden-Luft-Raketen vom Typ ""Stinger"" unterstützen zu wollen. ""Der russische Überfall markiert eine Zeitenwende. </s> 15:55 Uhr - EU verhängt weitere Sanktionen gegen BelarusDie Europäische Union hat neue Sanktionen gegen Belarus wegen der Unterstützung des russischen Einmarsches in die Ukraine beschlossen. Die französische EU-Ratspräsidentschaft twitterte, dass die Maßnahmen neue Wirtschaftssanktionen und neue Listen belarussischer Beamter und Militärs umfassen, die an der Aggression gegen die Ukraine beteiligt seien.",argumentfor
"Die Lieferung von Waffen soll die Ukraine stattdessen in die Lage versetzen, sich zu verteidigen. </s> Die andere müsste darin bestehen, der Ukraine in jeder möglichen Form beizustehen. Deutschland ist sich mit seinen Verbündeten einig darin, dass das direkte militärische Eingreifen nicht möglich ist, ohne einen dritten Weltkrieg zu riskieren. </s> Schwere Sanktionen sollen Russland außerdem wirtschaftlich schwächen und es dazu bringen, seinen Eroberungsfeldzug zu stoppen. Dabei ging es nie nur um den Fortbestand der Ukraine.",argumentfor
"Sie würde Putin signalisieren, dass der Westen sich seiner Drohung geeint entgegenstellt. </s> Militärisch mag eine Waffenlieferung wirkungslos sein. Politisch ist sie es nicht. </s> Sie würde den gemeinsamen Willen der Europäer belegen, sich gegen eine Großmachtpolitik ohne Rücksicht auf das Völkerrecht zu wehren. Ob Waffen für die Ukraine einen Krieg verhindern können, weiß niemand.",argumentfor
"Mit Waffenlieferungen an die Ukraine senden wir ein direktes Signal an potenzielle Aggressoren überall in der Welt. </s> Wer das sagt, spricht eine direkte Einladung an Aggressoren aus. Es folgt dann der nächste Überfall auf ein Land. </s> Für die SPD waren die Waffenlieferungen ein durchgreifender politischer Kurswechsel. Ich habe als Bundesministerin dem Bundessicherheitsrat angehört, der ja über Waffenlieferungen entscheidet.",argumentfor
"Sie braucht Waffenlieferungen, um sich zu verteidigen. </s> Es ist auch wichtig, dass die Bundesregierung den Kurs beibehält, keine Waffen etwa an Diktaturen wie Saudi-Arabien zu liefern. Die Situation der Ukraine ist eine Ausnahme. </s> Bundeskanzler Scholz hat ja um diese Waffenlieferungen einen mächtigen Eiertanz aufgeführt. Ich schätze es sehr, dass Bundeskanzler Olaf Scholz besonnen und überlegt reagiert.",argumentfor
"Die Ukraine fordert von Deutschland die Lieferung von schweren Waffen wie Haubitzen und Panzern, um der drohenden russischen Großoffensive im Osten des Landes standzuhalten. </s> Seit einer Woche wiederholt sie das Kanzleramt, um dem Druck standzuhalten. Der kommt aus Kiew, aber auch aus Berlin. </s> Auch in Deutschland ist Scholz inzwischen isoliert: Nicht nur die Union fordert die Lieferung schwerer Waffen, sondern nun auch seine Koalitionspartner von den Grünen und der FDP. Scholz aber steht auf der anderen Seite unter dem Druck seiner SPD, für die schwere Waffen für die Ukraine weiter tabu sind.",argumentfor
"Auch die Vorsitzende des Verteidigungsausschusses im Bundestag, Marie-Agnes Strack-Zimmermann (FDP), änderte am Montag ihre Position: ""Deutschland muss der Ukraine auch schwere Waffen liefern, sofern diese für die ukrainische Armee handhabbar sind, um sich erfolgreich zur Wehr zu setzen"", sagte die Liberale WELT. </s> Schon am Montag hatte sich Außenministerin Annalena Baerbock (Grüne) für die Lieferung schwerer Waffen ausgesprochen. ""Die Ukraine braucht weiteres militärisches Material - vor allen Dingen auch schwere Waffen"", sagte die Grüne-Politikerin am Rande eines EU-Außenminister-Treffens in Luxemburg. </s> Deutschland sollte ""nicht immer das Land sein, das auf der Bremse steht"", sagte auch der außenpolitische Sprecher der Unionsfraktion, Jürgen Hardt (CDU) am Mittwoch in der ARD. Die Bundesrepublik sei ""gut beraten"", schwere Waffen wie die von der Ukraine gewünschten Panzer ""jetzt"" zu liefern.",argumentfor
"""Bei einem Angriffskrieg auf eine Demokratie ist es völlig gerechtfertigt, das verbriefte Selbstverteidigungsrecht auch zu unterstützten durch die Lieferung von Waffen"", sagte Binz. </s> Sie verwies auf die Bedeutung des grünen Konzepts des Energiegeldes, um Preissteigerungen sozial abzufedern. Die stellvertretende Ministerpräsidentin, Katharina Binz, und die scheidende Landesvorsitzende Khan verteidigten die von der Bundesregierung beschlossenen deutschen Waffenlieferungen in die Ukraine. </s> Für die Ukrainer bedeute der Krieg gerade: ""Wir müssen Putin ein Ende setzen - oder Putin setzt uns ein Ende"", sagte Khan. Sie finde es richtig, der Ukraine in dieser extremen Situation zu helfen und auch Waffen zu liefern.",argumentfor
"""Wir dürfen die Ukraine nicht wehrlos dem Aggressorüberlassen"", sagte Außenministerin Annalena Baerbock (Grüne), die vor Kurzem Waffenlieferungen noch abgelehnt hatte. </s> Bereits am Samstag hatte die Bundesregierung mit dem Tabu, Waffen in Kriegsgebiete zu liefern, gebrochen. Die Ukraine soll Panzer- und Flugabwehrwaffen erhalten. </s> Finanzminister Christian Lindner (FDP) will das Sondervermögen im Grundgesetz verankern, um sicherzustellen, dass die 100 Milliarden Euro nur für die Bundeswehr ausgegeben werden. Oppositionschef Friedrich Merz (CDU) erklärte die Bereitschaft der Union, dies mitzutragen.",argumentfor
"Der CDU-Chef erinnerte an den fraktionsübergreifenden Beschluss des Bundestages, der sich für die Lieferung schwerer Waffen an die Ukraine ausspricht, um dem Land bei der Verteidigung gegen den russischen Angriff auf das Land zu helfen. </s> "" Dessen ""Herumschwurbeln um die Themen"" sei der Sache nicht angemessen. Mit Blick auf Warnungen von Scholz vor einer Eskalation des Ukraine-Krieges sagte Merz: ""Der Bundeskanzler hat sich eine Rhetorik angewöhnt, die nicht übereinstimmt mit dem, was er vorgibt, mit uns gemeinsam zu tun. </s> Davon spreche Scholz jedoch weniger, kritisierte Merz. Stattdessen rede er ständig von einer Eskalationsgefahr.",argumentfor
"Deshalb braucht die Ukraine maximale Unterstützung von ihren westlichen Alliierten, um durch militärische Stärke möglichst bald die Einwilligung Russlands in ernsthafte Verhandlungen zu erzwingen. </s> Umgekehrt wird die Regierung in Kiew die Aufgabe verlorenen Territoriums nicht akzeptieren können, solange Hoffnung auf eine Rückeroberung besetzter Gebiete besteht. Nur die drohende Niederlage oder inakzeptable Kriegskosten einer Seite dürften einen Waffenstillstand ermöglichen. </s> Geschieht dies nicht, ist die Alternative für die Ukraine und den Westen schauderhaft: Je weiter die Russen vorrücken, desto schwieriger wird ein dauerhafter Friedensschluss für Kiew. Umso mehr Menschen werden unter die Kontrolle eines unwürdigen russischen Besatzungsregimes fallen.",argumentfor
"Dem Vernehmen nach hatte Kiew um die Flugzeuge gebeten, weil die Piloten der ukrainischen Luftwaffe für das Fliegen der anfangs in der damaligen Sowjetunion entwickelten Modelle geschult sind. </s> Man müsse sicherstellen, dass sich dieser Krieg nicht auf Nato-Gebiet ausweite, sagte Baerbock in BILD Live. Auch mit Waffenlieferungen dürfe keine Steilvorlage dafür gegeben werden, dass gesagt werde, ""wir beteiligen uns am Krieg"", sagte die Grünen-Politikerin. </s> Eine mögliche Überlassung der Kampfflugzeuge wurde seit Tagen auch mit der US-Regierung diskutiert.",argumentfor
"Auch Vizekanzler Robert Habeck bekräftigte die Unterstützung für die Ukraine: ""Putin darf nicht gewinnen"". </s> Sie sei „überzeugt, dass wir mehr Waffen liefern müssen“ und dass dies schneller gehen müsse. Den Vorwurf der Kriegstreiberei, den einige Demonstranten den Grünen in Bonn machten, wies sie zurück: „Kriegstreiber gibt es in dieser Situation nur einen einzigen – und das ist Wladimir Putin. </s> Nicht auf dem Schlachtfeld und nicht beim Wirtschaftskrieg gegen Europa. Bereits vor Beginn des Parteitags hatte Lang den Kauf neuer Brennstäbe für eine weitere AKW-Laufzeitverlängerung definitiv ausgeschlossen.",argumentfor
"Vor dem Treffen in Brüssel kommt aus Kiew daher der dringende Appell, die Waffenlieferungen aufzustocken. </s> Zwar ist die Moral der ukrainischen Armee ungebrochen, doch ihre Vorräte schwinden. Die Frage, wie schnell es gelingt, neues, westliches Gerät an die Front zu bringen, dürfte darüber entscheiden, ob die Russen den Donbass vollständig erobern können. </s> Für einen Sieg gegen Russland benötige sein Land ""1000 Haubitzen vom Kaliber 155 Millimeter, 300 Mehrfachraketenwerfersysteme, 500 Panzer, 2000 gepanzerte Fahrzeuge, 1000 Drohnen"", schrieb Präsidentenberater Mychajlo Podoljak auf Twitter. Die Ukrainer fürchten, dass sich die Aggressoren im Falle eines Erfolgs im Osten neu formieren und abermals versuchen, die drei wichtigsten ukrainischen Städte Kiew, Charkiw und Odessa einzunehmen.",argumentfor
"Auf internationalen Druck hin - und wohl auch, um nicht mit leeren Händen dazustehen - hatte Bundesverteidigungsministerin Christine Lambrecht (SPD) beim Treffen im April angekündigt, dass Deutschland Flugabwehrpanzer des Typs ""Gepard"" an die Ukraine liefern werde. </s> Beim geplanten dritten Meeting dürften es mehr als 50 sein. Besondere Erwartungen richten sich an Deutschland, das bisher schwere Waffen nur zugesagt, aber nicht geliefert hat. </s> Wenig später bestätigte die Ministerin auch, dass ebenso sieben Panzerhaubitzen 2000 abgegeben werden sollen. Kanzler Olaf Scholz (SPD) hatte in der Generaldebatte des Bundestags am 1 .  Juni nachgelegt.",argumentfor
"Allerdings sprach er von Defensivwaffen, um die Menschen vor ""den perfiden Angriffen der russischen Raketen und Kamikaze-Drohnen"" zu schützen. </s> Im deutschen Präsidialamt weiß man natürlich, dass die Erwartungen, was schnelle Waffenlieferungen angeht, groß sind. Steinmeier sagte deshalb am Dienstag unter anderem auch wieder militärische Hilfen zu. </s> NICOLAS FREUNDDer Bundespräsident verspricht neue Lieferungen - von Defensivwaffen.",argumentfor
"Röttgen dagegen wirbt weiter für Waffenlieferungen, ""denn sie ermöglichen die Chance auf Frieden"". </s> Steile These bei Maischberger; Berlin befürchtet, dass die Ukraine zu viel will Gretchenfrage des Abends ""Spricht das auch dafür, dass man jetzt mit mehr Waffen reingeht?"" will die Talkmasterin wissen. Mohamed Ali ist weiter dagegen, ""weil wir noch nie erlebt haben, dass Waffenlieferungen einen Frieden beschleunigen. </s> Mit jedem Quadratkilometer, der von russischer Besatzung befreit wird, werden dort die Menschen nicht mehr getötet, gefoltert, und die Frauen nicht mehr vergewaltigt. Dafür Applaus.",argumentfor
"Die Ukraine forderte vor dem Treffen schwere Waffen wie Panzer und Haubitzen, um sich gegen die russische Offensive im Osten des Landes verteidigen zu können. </s> US-Verteidigungsminister Lloyd Austin hat die anderen Nato-Staaten sowie eine Reihe von Partnerländern ins Brüsseler Hauptquartier eingeladen. Auch Bundesverteidigungsministerin Christine Lambrecht (SPD) wird erwartet. </s> Am Abend kommen in Brüssel dann die Nato-Verteidigungsminister zu einem Arbeitsessen mit der Ukraine und Georgien sowie Schweden und Finnland zusammen. Der bis morgen dauernde Nato-Rat dient der Vorbereitung des Gipfeltreffens in Madrid in zwei Wochen.",argumentfor
"Die Ukraine fordert von Deutschland unter anderem Kriegsschiffe und Luftabwehrsysteme zu Verteidigungszwecken. </s> Nur 20 Prozent sprachen sich für Waffenlieferungen aus. 21 Prozent machten keine Angaben. </s> Die Bundesregierung hat bisher nur 5000 militärische Schutzhelme zugesagt. Die Ukraine hat das als ""reine Symbolgeste"" kritisiert.",argumentfor
"Eines habe er in den vergangenen Wochen aber aus Gesprächen mit Ukrainern gelernt: ""Die deutsche Geschichte ist keine Entschuldigung, nichts zu tun, sondern gerade im Fall der Ukraine ist die deutsche Geschichte Ausdruck der Verantwortung, wirklich etwas zu tun und zu helfen"", betonte der Finanzminister. </s> Auf jeden Fall werde es aus Deutschland weitere Unterstützung für die Ukraine geben - ""auch in der Form der Versorgung mit den benötigten Waffen"", sagte Lindner. Deutschland habe sich mit Waffenlieferungen über Jahrzehnte schwergetan - vor allem mit Blick die deutsche Geschichte, stellte er fest. </s> Der Angriffskrieg auf die Ukraine sei das Ende jeder Täuschung über die verbrecherischen Absichten des russischen Präsidenten Wladimir Putin, sagte Lindner. ""Deshalb muss das Russland von Wladimir Putin politisch, finanziell und wirtschaftlich vollständig isoliert werden"", sagte Lindner.",argumentfor
"Hofreiter sagt: ""Wir müssen verhindern, dass wir eine Kriegspartei werden"", aber nennt Lieferungen von schweren Waffen als Mittel um zu verhindern, dass sich der Krieg weiter ausbreitet. </s> Die Realität hat sich auf brutale Art geändert. Wie so oft bezieht sich Lanz auf das Buch ""Die Schlafwandler"" von Christopher Clark und fragt, ob Europa unbemerkt in einen Weltkrieg rutscht. </s> Während der Abgeordnete beim gescheiterten Projekt Impfpflicht in seiner grünen Haut stecken bleibt, beweist Hofreiter in der Energiefrage Regierungsverantwortung. Es sei zwar ""extrem bitter"", aber um sich von russischen Lieferungen unabhängiger zu machen, müsse Deutschland ""die Kohlekraftwerke intensiver laufen lassen"".",argumentfor
"Ich mache daher drei Vorschläge, die schnell umgesetzt werden könnten: Erstens sollten wir wie die Vereinigten Staaten, Großbritannien und Kanada der Ukraine Waffen liefern, mit denen sie sich im Fall eines Einmarsches Russlands selbst verteidigen kann. </s> Starke Signale des geschlossenen Handelns werden in Moskau verstanden, nicht bloße Ankündigen wie bei einem unartigen Kind, dem man mit Bestrafung droht. Wenn wir Entspannung erreichen wollen, muss jetzt gepfiffen werden, Backen aufplustern reicht nicht. </s> Die angelsächsischen Staaten haben eine realistischere Sicht auf die Lage, wir sollten uns ebenso engagieren. Zweitens sollten wir in einer euro-atlantischen Aktion für den Kreml besonders schmerzliche Wirtschafts- und Finanzsanktionen schon jetzt in die Wege leiten und nicht erst, wenn Menschen sterben mussten.",argumentfor
"Man wolle diese Angriffe 2023 ausweiten, benötige dafür aber neue Waffensysteme von den westlichen Partnern. </s> Unterdessen bekannte Kiew sich erstmals zu Angriffen auf Luftwaffenstützpunkte auf der von Russland annektierten Halbinsel Krim. Mit einer Serie erfolgreicher Raketenschläge seien bis zu zehn russische Kampfjets zerstört worden, schrieb der ukrainische Oberbefehlshaber Waleryj Saluschnyj in einem am Mittwoch veröffentlichten Artikel. </s> Saluschnyj nannte dabei Raketen mit bis zu 300 Kilometern Reichweite für die US-amerikanischen Himars-Raketenwerfer.",argumentfor
"Am Wochenende waren angesichts eines Teilrückzuges russischer Truppen erneut Forderungen nach Lieferungen von Kampfpanzern vom Typ Leopard 2 aus Deutschland laut geworden. </s> Dabei müsse man sich die Bestände der Industrie als auch der Bundeswehr anschauen. Westliche Waffensysteme könnten in dem Abwehrkrieg der Ukraine gegen Russland einen Unterschied machen. </s> Kick-off Politik"" ist der tägliche Nachrichtenpodcast von WELT. Das wichtigste Thema analysiert von WELT-Redakteuren und die Termine des Tages.",argumentfor
"Die Ukraine hat unterdessen Forderungen nach umfassenden Waffenlieferungen konkretisiert, die sie nach Einschätzung der Regierung in Kiew für einen Sieg im Krieg gegen die russischen Angreifer benötigt. </s> Dann gebe es keine Möglichkeit mehr, sie mit Fahrzeugen zu verlassen. Flussquerungen dürften in einer nächsten Phase des Krieges eine entscheidende Rolle spielen, schreibt auch das britische Verteidigungsministerium in seinem jüngsten Lagebericht. </s> ""1000 Haubitzen vom Kaliber 155 Millimeter, 300 Mehrfachraketenwerfersysteme, 500 Panzer, 2000 gepanzerte Fahrzeuge, 1000 Drohnen"", forderte am Montag der ukrainische Präsidentenberater Mychajlo Podoljak auf Twitter. Kiew erwarte dazu vom Treffen der NATO-Verteidigungsminister am kommenden Mittwoch in Brüssel eine Entscheidung.",argumentfor
"Da es nichts mehr zu verhandeln gibt, sollte die Bundesrepublik der Ukraine, die um ihre Existenz ringt, nun auch Waffen liefern. </s> Und deren Einverleibung in den eigenen Machtbereich ist für Putin so wichtig, dass er wahrscheinlich sogar 2008 Krieg geführt hätte, wenn das Land damals in die NATO aufgenommen worden wäre. Was folgt daraus? Die Sanktionen werden Putin um keinen Deut von seinem Kurs abbringen, so wie Sanktionen oder deren Androhung noch nie einen Diktator gestoppt haben. </s> Diese werden den Ausgang des Kampfes nicht beeinflussen. Aber es wäre zumindest ein wichtiges Symbol, ein spätes Zeichen des Umdenkens.",argumentfor
"Dieser Krieg hätte schon diesen Monat zu Ende sein können, so sprachen alle ukrainischen Militärexperten im April, als die ganzen Waffen versprochen wurden. </s> Und jede Aussicht auf Reformen, auf eine Mitgliedschaft in der EU schwindet mit jedem Kriegsmonat. Das ist etwas, das wir mitverantworten durch unsere zögerlichen Waffenlieferungen. </s> Und Deutschland ist das Land, das mit Abstand die größte Differenz hat zwischen Versprechen und Lieferung. Dass der Krieg andauert, ist sicherlich auch uns zuzurechnen.",argumentfor
"Wenn wenige Waffen geliefert werden, ist das ein Verrat an der Ukraine. </s> Und angesichts der Reaktionen der deutschen Politik auf den Ukraine-Krieg ist es heute wieder so. Das geht so: Wenn viele Waffen an die Ukraine geliefert werden, verlängert das einen grausamen Krieg. </s> Wenn Habeck auf kommende Zumutungen hinweist, wirft man ihm  Panikmache vor. Wenn er Zuversicht verbreitet, ist er Robert, der Prediger.",argumentfor
"Ein weiteres Beispiel ist der Leopard 1 - ein perfektes Modell, das unseren Soldaten sehr helfen würde. </s> Eine davon ist das Infanterie-Kampffahrzeug Marder. Rheinmetall hat 100 solcher Fahrzeuge auf Lager und im April bei der Regierung die Ausfuhr in die Ukraine beantragt, aber bislang  keine Genehmigung erhalten. </s> Es gibt 88 Leopard-1-Panzer im Besitz von Rheinmetall, die von der Bundeswehr überhaupt nicht genutzt werden. Doch auch die Ausfuhr dieser Panzer wird nicht genehmigt.",argumentfor
"Das attackierte Land mit Waffenlieferungen - auch schweren - zu unterstützen ist konform mit internationalem Recht und macht das Lieferland keineswegs zur Kriegspartei. </s> Doch diese Argumentation hält einer kritischen Überprüfung nicht stand. Die Ukraine ist Opfer eines unprovozierten Angriffskrieges, wie ihn die UN-Charta definiert. </s> Es ist auch in keiner Weise nachzuvollziehen, warum deutsche Lieferungen von schweren Waffen in einen Weltkrieg münden sollten, wenn andere Staaten das längst tun, ohne dass es zu einer nuklearen Eskalation gekommen wäre. Vor allem jedoch ist die Haltung des Kanzlers vom Prinzip her problematisch, weil sie einer defätistischen Logik folgt.",argumentfor
"Es ist auch in keiner Weise nachzuvollziehen, warum deutsche Lieferungen von schweren Waffen in einen Weltkrieg münden sollten, wenn andere Staaten das längst tun, ohne dass es zu einer nuklearen Eskalation gekommen wäre. </s> Die Ukraine ist Opfer eines unprovozierten Angriffskrieges, wie ihn die UN-Charta definiert. Das attackierte Land mit Waffenlieferungen - auch schweren - zu unterstützen ist konform mit internationalem Recht und macht das Lieferland keineswegs zur Kriegspartei. </s> Vor allem jedoch ist die Haltung des Kanzlers vom Prinzip her problematisch, weil sie einer defätistischen Logik folgt. Wenn man seine Position zu Ende denkt, wäre sie eine Carte blanche für Atomstaaten, konventionelle Kriege zu führen.",argumentfor
"In einem solchen Fall wäre eine nukleare Eskalation sogar wahrscheinlicher als wegen bloßer Waffenlieferungen an die Ukraine. </s> Hätte man Scholz' Logik im Kalten Krieg angewandt, hätte sich Westeuropa gleich sowjetischen Atombombendrohungen ergeben müssen. Wenn man sich wegen der Angst vor einem Atomkrieg als zur Untätigkeit verdammt fühlt, müsste das ja auch für den Fall eines russischen Angriffs auf ein Nato-Land gelten. </s> Trotzdem hielt Deutschland während des Kalten Kriegs stets selbstverständlich daran fest, seinen Nato-Verbündeten notfalls konventionell beizustehen, und tut es bis heute. Scholz lässt sich von Russland die absurde Sichtweise aufdrängen, Hilfe für die Ukraine sei eine Art Aggression gegen Moskau.",argumentfor
"Damit es eine Chance auf ernsthafte Friedensverhandlungen geben kann, muss der Westen die Kosten dieses Krieges für Russland durch massive Waffenlieferungen an die Ukraine und weitere Sanktionen über dessen Schmerzgrenze hinaus erhöhen. </s> Das war indes schon vorher klar. Wer sich beim Blick auf Russland nicht von Wunschdenken leiten lässt, sondern Worte und Handeln der entscheidenden Männer in Moskau ernst nimmt, muss derzeit keine Gedanken auf die Frage verschwenden, ob der Kreml ein anderes Kriegsende als eine Kapitulation der Ukraine akzeptieren würde. </s> Das kann leider lange dauern. Der Ausgang dieses Ringens entscheidet sich indes nicht nur in der direkten Konfrontation der Ukraine und ihrer Freunde mit dem Aggressor.",argumentfor
"Angesichts der Verbrechen in Butscha, wo Hunderte Zivilisten von russischen Soldaten ermordet worden sein sollen, hatte die Nato zuletzt beschlossen, künftig auch schwere Waffen in die Ukraine zu liefern. </s> „Die Ukrainer haben die Manpower, aber es fehlt ihnen an Material. Sie brauchen Treibstoff, Munition, Artillerie, gepanzerte Fahrzeuge, Panzer, Drohnen und Flugabwehr – einfach alles, was jetzt geht“, sagte Claudia Major, Sicherheitsexpertin der Stiftung Wissenschaft und Politik, dem Tagesspiegel. </s> „Wir müssen davon ausgehen, dass es ein langer Krieg wird. Deswegen hat der Westen die Zeit, auch modernere Waffen zu liefern, die Ukrainer daran auszubilden und die technische Unterstützung dafür aufzubauen“, erklärte  Major.",argumentfor
