measure,label,model,dataset,arch,pvp,nshot,sample,value,time_train,time_test,run,majority
Precision,2,roberta,ag,ia3,qa,10,1,0.714285714285714,10.4958176612854,153.37913107872,2,0.857142857142857
Precision,2,roberta,ag,ia3,qa,10,1,0,10.5848758220673,156.249831438065,3,0.857142857142857
Precision,2,roberta,ag,ia3,qa,10,1,0.633802816901409,10.7986197471619,157.010392427444,4,0.857142857142857
Precision,2,roberta,ag,ia3,qa,10,1,0.746987951807229,10.5772814750671,157.57167339325,5,0.857142857142857
Precision,3,roberta,ag,ia3,qa,10,1,0.356073526624976,10.557808637619,156.785128355026,1,0.342675159235669
Precision,3,roberta,ag,ia3,qa,10,1,0.344322344322344,10.4958176612854,153.37913107872,2,0.342675159235669
Precision,3,roberta,ag,ia3,qa,10,1,0.305488101019913,10.5848758220673,156.249831438065,3,0.342675159235669
Precision,3,roberta,ag,ia3,qa,10,1,0.376510878323932,10.7986197471619,157.010392427444,4,0.342675159235669
Precision,3,roberta,ag,ia3,qa,10,1,0.344821231109473,10.5772814750671,157.57167339325,5,0.342675159235669
Recall,0,roberta,ag,ia3,qa,10,1,0.573684210526316,10.557808637619,156.785128355026,1,0.555263157894737
Recall,0,roberta,ag,ia3,qa,10,1,0.593157894736842,10.4958176612854,153.37913107872,2,0.555263157894737
Recall,0,roberta,ag,ia3,qa,10,1,0.341578947368421,10.5848758220673,156.249831438065,3,0.555263157894737
Recall,0,roberta,ag,ia3,qa,10,1,0.642631578947368,10.7986197471619,157.010392427444,4,0.555263157894737
Recall,0,roberta,ag,ia3,qa,10,1,0.508421052631579,10.5772814750671,157.57167339325,5,0.555263157894737
Recall,1,roberta,ag,ia3,qa,10,1,0.524210526315789,10.557808637619,156.785128355026,1,0.447894736842105
Recall,1,roberta,ag,ia3,qa,10,1,0.411578947368421,10.4958176612854,153.37913107872,2,0.447894736842105
Recall,1,roberta,ag,ia3,qa,10,1,0.35421052631579,10.5848758220673,156.249831438065,3,0.447894736842105
Recall,1,roberta,ag,ia3,qa,10,1,0.52,10.7986197471619,157.010392427444,4,0.447894736842105
Recall,1,roberta,ag,ia3,qa,10,1,0.498947368421053,10.5772814750671,157.57167339325,5,0.447894736842105
Recall,2,roberta,ag,ia3,qa,10,1,0.0115789473684211,10.557808637619,156.785128355026,1,0.00947368421052632
Recall,2,roberta,ag,ia3,qa,10,1,0.00263157894736842,10.4958176612854,153.37913107872,2,0.00947368421052632
Recall,2,roberta,ag,ia3,qa,10,1,0,10.5848758220673,156.249831438065,3,0.00947368421052632
Recall,2,roberta,ag,ia3,qa,10,1,0.0473684210526316,10.7986197471619,157.010392427444,4,0.00947368421052632
Recall,2,roberta,ag,ia3,qa,10,1,0.0326315789473684,10.5772814750671,157.57167339325,5,0.00947368421052632
Recall,3,roberta,ag,ia3,qa,10,1,0.988947368421053,10.557808637619,156.785128355026,1,0.991052631578947
Recall,3,roberta,ag,ia3,qa,10,1,0.989473684210526,10.4958176612854,153.37913107872,2,0.991052631578947
Recall,3,roberta,ag,ia3,qa,10,1,0.993157894736842,10.5848758220673,156.249831438065,3,0.991052631578947
Recall,3,roberta,ag,ia3,qa,10,1,0.983684210526316,10.7986197471619,157.010392427444,4,0.991052631578947
Recall,3,roberta,ag,ia3,qa,10,1,0.984736842105263,10.5772814750671,157.57167339325,5,0.991052631578947
Accuracy,Overall,roberta,ag,ia3,qa,10,2,0.670789473684211,11.2832229137421,155.147076368332,1,0.661315789473684
Accuracy,Overall,roberta,ag,ia3,qa,10,2,0.6675,11.2180399894714,155.267802715302,2,0.661315789473684
Accuracy,Overall,roberta,ag,ia3,qa,10,2,0.512105263157895,11.2969043254852,155.301924228668,3,0.661315789473684
Accuracy,Overall,roberta,ag,ia3,qa,10,2,0.698157894736842,11.2909665107727,153.575565576553,4,0.661315789473684
Accuracy,Overall,roberta,ag,ia3,qa,10,2,0.645131578947368,11.0487530231476,152.373875141144,5,0.661315789473684
F1,0,roberta,ag,ia3,qa,10,2,0.738727214582667,11.2832229137421,155.147076368332,1,0.762410240399625
F1,0,roberta,ag,ia3,qa,10,2,0.787685158292187,11.2180399894714,155.267802715302,2,0.762410240399625
F1,0,roberta,ag,ia3,qa,10,2,0.357695614789338,11.2969043254852,155.301924228668,3,0.762410240399625
F1,0,roberta,ag,ia3,qa,10,2,0.779276517473942,11.2909665107727,153.575565576553,4,0.762410240399625
F1,0,roberta,ag,ia3,qa,10,2,0.747704969927192,11.0487530231476,152.373875141144,5,0.762410240399625
F1,1,roberta,ag,ia3,qa,10,2,0.891911946574326,11.2832229137421,155.147076368332,1,0.884986396240416
F1,1,roberta,ag,ia3,qa,10,2,0.885685884691849,11.2180399894714,155.267802715302,2,0.884986396240416
F1,1,roberta,ag,ia3,qa,10,2,0.854510972636142,11.2969043254852,155.301924228668,3,0.884986396240416
F1,1,roberta,ag,ia3,qa,10,2,0.855746859004188,11.2909665107727,153.575565576553,4,0.884986396240416
F1,1,roberta,ag,ia3,qa,10,2,0.854973052425282,11.0487530231476,152.373875141144,5,0.884986396240416
F1,2,roberta,ag,ia3,qa,10,2,0.629493249167105,11.2832229137421,155.147076368332,1,0.623600344530577
F1,2,roberta,ag,ia3,qa,10,2,0.631578947368421,11.2180399894714,155.267802715302,2,0.623600344530577
F1,2,roberta,ag,ia3,qa,10,2,0.517763701459653,11.2969043254852,155.301924228668,3,0.623600344530577
F1,2,roberta,ag,ia3,qa,10,2,0.66757228798758,11.2909665107727,153.575565576553,4,0.623600344530577
F1,2,roberta,ag,ia3,qa,10,2,0.61442871936486,11.0487530231476,152.373875141144,5,0.623600344530577
F1,3,roberta,ag,ia3,qa,10,2,0.296519123334766,11.2832229137421,155.147076368332,1,0.191717077710563
F1,3,roberta,ag,ia3,qa,10,2,0.141960405601159,11.2180399894714,155.267802715302,2,0.191717077710563
F1,3,roberta,ag,ia3,qa,10,2,0.0197813638729828,11.2969043254852,155.301924228668,3,0.191717077710563
F1,3,roberta,ag,ia3,qa,10,2,0.382790510655408,11.2909665107727,153.575565576553,4,0.191717077710563
F1,3,roberta,ag,ia3,qa,10,2,0.181986143187067,11.0487530231476,152.373875141144,5,0.191717077710563
F1,Overall,roberta,ag,ia3,qa,10,2,0.639162883414716,11.2832229137421,155.147076368332,1,0.615678514720295
F1,Overall,roberta,ag,ia3,qa,10,2,0.611727598988404,11.2180399894714,155.267802715302,2,0.615678514720295
F1,Overall,roberta,ag,ia3,qa,10,2,0.437437913189529,11.2969043254852,155.301924228668,3,0.615678514720295
F1,Overall,roberta,ag,ia3,qa,10,2,0.67134654378028,11.2909665107727,153.575565576553,4,0.615678514720295
F1,Overall,roberta,ag,ia3,qa,10,2,0.5997732212261,11.0487530231476,152.373875141144,5,0.615678514720295
Precision,0,roberta,ag,ia3,qa,10,2,0.941320293398533,11.2832229137421,155.147076368332,1,0.937068303914045
Precision,0,roberta,ag,ia3,qa,10,2,0.878807517822424,11.2180399894714,155.267802715302,2,0.937068303914045
Precision,0,roberta,ag,ia3,qa,10,2,0.976525821596244,11.2969043254852,155.301924228668,3,0.937068303914045
Precision,0,roberta,ag,ia3,qa,10,2,0.933186490455213,11.2909665107727,153.575565576553,4,0.937068303914045
Precision,0,roberta,ag,ia3,qa,10,2,0.938046068308181,11.0487530231476,152.373875141144,5,0.937068303914045
Precision,1,roberta,ag,ia3,qa,10,2,0.841343910405973,11.2832229137421,155.147076368332,1,0.83481101259916
Precision,1,roberta,ag,ia3,qa,10,2,0.838983050847458,11.2180399894714,155.267802715302,2,0.83481101259916
Precision,1,roberta,ag,ia3,qa,10,2,0.880513679508654,11.2969043254852,155.301924228668,3,0.83481101259916
Precision,1,roberta,ag,ia3,qa,10,2,0.766889074228524,11.2909665107727,153.575565576553,4,0.83481101259916
Precision,1,roberta,ag,ia3,qa,10,2,0.799725022914757,11.0487530231476,152.373875141144,5,0.83481101259916
Precision,2,roberta,ag,ia3,qa,10,2,0.471995792795162,11.2832229137421,155.147076368332,1,0.463508322663252
Precision,2,roberta,ag,ia3,qa,10,2,0.475279106858054,11.2180399894714,155.267802715302,2,0.463508322663252
Precision,2,roberta,ag,ia3,qa,10,2,0.350615441999254,11.2969043254852,155.301924228668,3,0.463508322663252
Precision,2,roberta,ag,ia3,qa,10,2,0.528742699047034,11.2909665107727,153.575565576553,4,0.463508322663252
Precision,2,roberta,ag,ia3,qa,10,2,0.457113507960966,11.0487530231476,152.373875141144,5,0.463508322663252
Precision,3,roberta,ag,ia3,qa,10,2,0.807962529274005,11.2832229137421,155.147076368332,1,0.827309236947791
Precision,3,roberta,ag,ia3,qa,10,2,0.859649122807018,11.2180399894714,155.267802715302,2,0.827309236947791
Precision,3,roberta,ag,ia3,qa,10,2,0.904761904761905,11.2969043254852,155.301924228668,3,0.827309236947791
Precision,3,roberta,ag,ia3,qa,10,2,0.810902896081772,11.2909665107727,153.575565576553,4,0.827309236947791
Precision,3,roberta,ag,ia3,qa,10,2,0.743396226415094,11.0487530231476,152.373875141144,5,0.827309236947791
Recall,0,roberta,ag,ia3,qa,10,2,0.607894736842105,11.2832229137421,155.147076368332,1,0.642631578947368
Recall,0,roberta,ag,ia3,qa,10,2,0.713684210526316,11.2180399894714,155.267802715302,2,0.642631578947368
Recall,0,roberta,ag,ia3,qa,10,2,0.218947368421053,11.2969043254852,155.301924228668,3,0.642631578947368
Recall,0,roberta,ag,ia3,qa,10,2,0.668947368421053,11.2909665107727,153.575565576553,4,0.642631578947368
Recall,0,roberta,ag,ia3,qa,10,2,0.621578947368421,11.0487530231476,152.373875141144,5,0.642631578947368
Recall,1,roberta,ag,ia3,qa,10,2,0.948947368421053,11.2832229137421,155.147076368332,1,0.941578947368421
Recall,1,roberta,ag,ia3,qa,10,2,0.937894736842105,11.2180399894714,155.267802715302,2,0.941578947368421
Recall,1,roberta,ag,ia3,qa,10,2,0.83,11.2969043254852,155.301924228668,3,0.941578947368421
Recall,1,roberta,ag,ia3,qa,10,2,0.967894736842105,11.2909665107727,153.575565576553,4,0.941578947368421
Recall,1,roberta,ag,ia3,qa,10,2,0.918421052631579,11.0487530231476,152.373875141144,5,0.941578947368421
Recall,2,roberta,ag,ia3,qa,10,2,0.944736842105263,11.2832229137421,155.147076368332,1,0.952631578947368
Recall,2,roberta,ag,ia3,qa,10,2,0.941052631578947,11.2180399894714,155.267802715302,2,0.952631578947368
Recall,2,roberta,ag,ia3,qa,10,2,0.989473684210526,11.2969043254852,155.301924228668,3,0.952631578947368
Recall,2,roberta,ag,ia3,qa,10,2,0.905263157894737,11.2909665107727,153.575565576553,4,0.952631578947368
Recall,2,roberta,ag,ia3,qa,10,2,0.936842105263158,11.0487530231476,152.373875141144,5,0.952631578947368
Recall,3,roberta,ag,ia3,qa,10,2,0.181578947368421,11.2832229137421,155.147076368332,1,0.108421052631579
Recall,3,roberta,ag,ia3,qa,10,2,0.0773684210526316,11.2180399894714,155.267802715302,2,0.108421052631579
Recall,3,roberta,ag,ia3,qa,10,2,0.01,11.2969043254852,155.301924228668,3,0.108421052631579
Recall,3,roberta,ag,ia3,qa,10,2,0.250526315789474,11.2909665107727,153.575565576553,4,0.108421052631579
Recall,3,roberta,ag,ia3,qa,10,2,0.103684210526316,11.0487530231476,152.373875141144,5,0.108421052631579
Accuracy,Overall,roberta,ag,ia3,qa,10,3,0.616578947368421,11.153177022934,156.590082883835,1,0.663289473684211
Accuracy,Overall,roberta,ag,ia3,qa,10,3,0.670394736842105,11.3363461494446,154.167937994003,2,0.663289473684211
Accuracy,Overall,roberta,ag,ia3,qa,10,3,0.521052631578947,11.1224024295807,156.173498868942,3,0.663289473684211
Accuracy,Overall,roberta,ag,ia3,qa,10,3,0.718026315789474,11.2761731147766,156.900210857391,4,0.663289473684211
Accuracy,Overall,roberta,ag,ia3,qa,10,3,0.672631578947368,11.2393980026245,156.899075508118,5,0.663289473684211
F1,0,roberta,ag,ia3,qa,10,3,0.397708674304419,11.153177022934,156.590082883835,1,0.578382247673586
F1,0,roberta,ag,ia3,qa,10,3,0.639919759277833,11.3363461494446,154.167937994003,2,0.578382247673586
F1,0,roberta,ag,ia3,qa,10,3,0.37588949351193,11.1224024295807,156.173498868942,3,0.578382247673586
F1,0,roberta,ag,ia3,qa,10,3,0.641835716661124,11.2761731147766,156.900210857391,4,0.578382247673586
F1,0,roberta,ag,ia3,qa,10,3,0.633017875920084,11.2393980026245,156.899075508118,5,0.578382247673586
F1,1,roberta,ag,ia3,qa,10,3,0.72106135986733,11.153177022934,156.590082883835,1,0.726912928759894
F1,1,roberta,ag,ia3,qa,10,3,0.65874956339504,11.3363461494446,154.167937994003,2,0.726912928759894
F1,1,roberta,ag,ia3,qa,10,3,0.34978354978355,11.1224024295807,156.173498868942,3,0.726912928759894
F1,1,roberta,ag,ia3,qa,10,3,0.814024390243903,11.2761731147766,156.900210857391,4,0.726912928759894
F1,1,roberta,ag,ia3,qa,10,3,0.754813863928113,11.2393980026245,156.899075508118,5,0.726912928759894
F1,2,roberta,ag,ia3,qa,10,3,0.559852051109617,11.153177022934,156.590082883835,1,0.59840232389252
F1,2,roberta,ag,ia3,qa,10,3,0.634206219312602,11.3363461494446,154.167937994003,2,0.59840232389252
F1,2,roberta,ag,ia3,qa,10,3,0.49865390367933,11.1224024295807,156.173498868942,3,0.59840232389252
F1,2,roberta,ag,ia3,qa,10,3,0.647747568962096,11.2761731147766,156.900210857391,4,0.59840232389252
F1,2,roberta,ag,ia3,qa,10,3,0.620253164556962,11.2393980026245,156.899075508118,5,0.59840232389252
F1,3,roberta,ag,ia3,qa,10,3,0.763511732138149,11.153177022934,156.590082883835,1,0.767201241593378
F1,3,roberta,ag,ia3,qa,10,3,0.737999102736653,11.3363461494446,154.167937994003,2,0.767201241593378
F1,3,roberta,ag,ia3,qa,10,3,0.754914809960682,11.1224024295807,156.173498868942,3,0.767201241593378
F1,3,roberta,ag,ia3,qa,10,3,0.787299948373774,11.2761731147766,156.900210857391,4,0.767201241593378
F1,3,roberta,ag,ia3,qa,10,3,0.708473697849184,11.2393980026245,156.899075508118,5,0.767201241593378
F1,Overall,roberta,ag,ia3,qa,10,3,0.610533454354879,11.153177022934,156.590082883835,1,0.667724685479845
F1,Overall,roberta,ag,ia3,qa,10,3,0.667718661180532,11.3363461494446,154.167937994003,2,0.667724685479845
F1,Overall,roberta,ag,ia3,qa,10,3,0.494810439233873,11.1224024295807,156.173498868942,3,0.667724685479845
F1,Overall,roberta,ag,ia3,qa,10,3,0.722726906060224,11.2761731147766,156.900210857391,4,0.667724685479845
F1,Overall,roberta,ag,ia3,qa,10,3,0.679139650563586,11.2393980026245,156.899075508118,5,0.667724685479845
Precision,0,roberta,ag,ia3,qa,10,3,0.893382352941176,11.153177022934,156.590082883835,1,0.903803131991051
Precision,0,roberta,ag,ia3,qa,10,3,0.87717690192484,11.3363461494446,154.167937994003,2,0.903803131991051
Precision,0,roberta,ag,ia3,qa,10,3,0.918200408997955,11.1224024295807,156.173498868942,3,0.903803131991051
Precision,0,roberta,ag,ia3,qa,10,3,0.871725383920506,11.2761731147766,156.900210857391,4,0.903803131991051
Precision,0,roberta,ag,ia3,qa,10,3,0.947534102833158,11.2393980026245,156.899075508118,5,0.903803131991051
Precision,1,roberta,ag,ia3,qa,10,3,0.974887892376682,11.153177022934,156.590082883835,1,0.973498233215548
Precision,1,roberta,ag,ia3,qa,10,3,0.979231568016615,11.3363461494446,154.167937994003,2,0.973498233215548
Precision,1,roberta,ag,ia3,qa,10,3,0.985365853658537,11.1224024295807,156.173498868942,3,0.973498233215548
Precision,1,roberta,ag,ia3,qa,10,3,0.967391304347826,11.2761731147766,156.900210857391,4,0.973498233215548
Precision,1,roberta,ag,ia3,qa,10,3,0.967105263157895,11.2393980026245,156.899075508118,5,0.973498233215548
Precision,2,roberta,ag,ia3,qa,10,3,0.411314229249012,11.153177022934,156.590082883835,1,0.456762749445676
Precision,2,roberta,ag,ia3,qa,10,3,0.518741633199465,11.3363461494446,154.167937994003,2,0.456762749445676
Precision,2,roberta,ag,ia3,qa,10,3,0.348307563727539,11.1224024295807,156.173498868942,3,0.456762749445676
Precision,2,roberta,ag,ia3,qa,10,3,0.519910799617713,11.2761731147766,156.900210857391,4,0.456762749445676
Precision,2,roberta,ag,ia3,qa,10,3,0.479838709677419,11.2393980026245,156.899075508118,5,0.456762749445676
Precision,3,roberta,ag,ia3,qa,10,3,0.764923402007396,11.153177022934,156.590082883835,1,0.754323499491353
Precision,3,roberta,ag,ia3,qa,10,3,0.643080531665364,11.3363461494446,154.167937994003,2,0.754323499491353
Precision,3,roberta,ag,ia3,qa,10,3,0.751958224543081,11.1224024295807,156.173498868942,3,0.754323499491353
Precision,3,roberta,ag,ia3,qa,10,3,0.772543059777102,11.2761731147766,156.900210857391,4,0.754323499491353
Precision,3,roberta,ag,ia3,qa,10,3,0.697805002552323,11.2393980026245,156.899075508118,5,0.754323499491353
Recall,0,roberta,ag,ia3,qa,10,3,0.255789473684211,11.153177022934,156.590082883835,1,0.425263157894737
Recall,0,roberta,ag,ia3,qa,10,3,0.503684210526316,11.3363461494446,154.167937994003,2,0.425263157894737
Recall,0,roberta,ag,ia3,qa,10,3,0.236315789473684,11.1224024295807,156.173498868942,3,0.425263157894737
Recall,0,roberta,ag,ia3,qa,10,3,0.507894736842105,11.2761731147766,156.900210857391,4,0.425263157894737
Recall,0,roberta,ag,ia3,qa,10,3,0.475263157894737,11.2393980026245,156.899075508118,5,0.425263157894737
Recall,1,roberta,ag,ia3,qa,10,3,0.572105263157895,11.153177022934,156.590082883835,1,0.58
Recall,1,roberta,ag,ia3,qa,10,3,0.496315789473684,11.3363461494446,154.167937994003,2,0.58
Recall,1,roberta,ag,ia3,qa,10,3,0.212631578947368,11.1224024295807,156.173498868942,3,0.58
Recall,1,roberta,ag,ia3,qa,10,3,0.702631578947368,11.2761731147766,156.900210857391,4,0.58
Recall,1,roberta,ag,ia3,qa,10,3,0.618947368421053,11.2393980026245,156.899075508118,5,0.58
Recall,2,roberta,ag,ia3,qa,10,3,0.876315789473684,11.153177022934,156.590082883835,1,0.867368421052632
Recall,2,roberta,ag,ia3,qa,10,3,0.81578947368421,11.3363461494446,154.167937994003,2,0.867368421052632
Recall,2,roberta,ag,ia3,qa,10,3,0.877368421052632,11.1224024295807,156.173498868942,3,0.867368421052632
Recall,2,roberta,ag,ia3,qa,10,3,0.858947368421053,11.2761731147766,156.900210857391,4,0.867368421052632
Recall,2,roberta,ag,ia3,qa,10,3,0.876842105263158,11.2393980026245,156.899075508118,5,0.867368421052632
Recall,3,roberta,ag,ia3,qa,10,3,0.762105263157895,11.153177022934,156.590082883835,1,0.780526315789474
Recall,3,roberta,ag,ia3,qa,10,3,0.865789473684211,11.3363461494446,154.167937994003,2,0.780526315789474
Recall,3,roberta,ag,ia3,qa,10,3,0.757894736842105,11.1224024295807,156.173498868942,3,0.780526315789474
Recall,3,roberta,ag,ia3,qa,10,3,0.802631578947369,11.2761731147766,156.900210857391,4,0.780526315789474
Recall,3,roberta,ag,ia3,qa,10,3,0.719473684210526,11.2393980026245,156.899075508118,5,0.780526315789474
Accuracy,Overall,roberta,ag,ia3,qa,10,4,0.573157894736842,10.512640953064,155.926229715347,1,0.594078947368421
Accuracy,Overall,roberta,ag,ia3,qa,10,4,0.60328947368421,10.5728118419647,156.043169975281,2,0.594078947368421
Accuracy,Overall,roberta,ag,ia3,qa,10,4,0.506578947368421,10.5470139980316,156.11771774292,3,0.594078947368421
Accuracy,Overall,roberta,ag,ia3,qa,10,4,0.605131578947368,10.4474048614502,156.463123321533,4,0.594078947368421
Accuracy,Overall,roberta,ag,ia3,qa,10,4,0.601578947368421,10.5838088989258,156.448687314987,5,0.594078947368421
F1,0,roberta,ag,ia3,qa,10,4,0.747659282941311,10.512640953064,155.926229715347,1,0.75016655562958
F1,0,roberta,ag,ia3,qa,10,4,0.795953614606464,10.5728118419647,156.043169975281,2,0.75016655562958
F1,0,roberta,ag,ia3,qa,10,4,0.704891080969996,10.5470139980316,156.11771774292,3,0.75016655562958
F1,0,roberta,ag,ia3,qa,10,4,0.737726669615214,10.4474048614502,156.463123321533,4,0.75016655562958
F1,0,roberta,ag,ia3,qa,10,4,0.750163648265328,10.5838088989258,156.448687314987,5,0.75016655562958
F1,1,roberta,ag,ia3,qa,10,4,0.629954401964223,10.512640953064,155.926229715347,1,0.68677494199536
F1,1,roberta,ag,ia3,qa,10,4,0.738005050505051,10.5728118419647,156.043169975281,2,0.68677494199536
F1,1,roberta,ag,ia3,qa,10,4,0.316987740805604,10.5470139980316,156.11771774292,3,0.68677494199536
F1,1,roberta,ag,ia3,qa,10,4,0.69377218457567,10.4474048614502,156.463123321533,4,0.68677494199536
F1,1,roberta,ag,ia3,qa,10,4,0.742718446601942,10.5838088989258,156.448687314987,5,0.68677494199536
F1,2,roberta,ag,ia3,qa,10,4,0.590197069226882,10.512640953064,155.926229715347,1,0.608817846478131
F1,2,roberta,ag,ia3,qa,10,4,0.585300964416362,10.5728118419647,156.043169975281,2,0.608817846478131
F1,2,roberta,ag,ia3,qa,10,4,0.572318793046901,10.5470139980316,156.11771774292,3,0.608817846478131
F1,2,roberta,ag,ia3,qa,10,4,0.606351550960118,10.4474048614502,156.463123321533,4,0.608817846478131
F1,2,roberta,ag,ia3,qa,10,4,0.588790337799585,10.5838088989258,156.448687314987,5,0.608817846478131
F1,3,roberta,ag,ia3,qa,10,4,0.0678799803246434,10.512640953064,155.926229715347,1,0.0573729240060393
F1,3,roberta,ag,ia3,qa,10,4,0.043765903307888,10.5728118419647,156.043169975281,2,0.0573729240060393
F1,3,roberta,ag,ia3,qa,10,4,0.0286885245901639,10.5470139980316,156.11771774292,3,0.0573729240060393
F1,3,roberta,ag,ia3,qa,10,4,0.197873324086916,10.4474048614502,156.463123321533,4,0.0573729240060393
F1,3,roberta,ag,ia3,qa,10,4,0.0682492581602374,10.5838088989258,156.448687314987,5,0.0573729240060393
F1,Overall,roberta,ag,ia3,qa,10,4,0.508922683614265,10.512640953064,155.926229715347,1,0.525783067027278
F1,Overall,roberta,ag,ia3,qa,10,4,0.540756383208941,10.5728118419647,156.043169975281,2,0.525783067027278
F1,Overall,roberta,ag,ia3,qa,10,4,0.405721534853166,10.5470139980316,156.11771774292,3,0.525783067027278
F1,Overall,roberta,ag,ia3,qa,10,4,0.55893093230948,10.4474048614502,156.463123321533,4,0.525783067027278
F1,Overall,roberta,ag,ia3,qa,10,4,0.537480422706773,10.5838088989258,156.448687314987,5,0.525783067027278
Precision,0,roberta,ag,ia3,qa,10,4,0.660346914078257,10.512640953064,155.926229715347,1,0.648866692278141
Precision,0,roberta,ag,ia3,qa,10,4,0.749187180678124,10.5728118419647,156.043169975281,2,0.648866692278141
Precision,0,roberta,ag,ia3,qa,10,4,0.578219824679703,10.5470139980316,156.11771774292,3,0.648866692278141
Precision,0,roberta,ag,ia3,qa,10,4,0.636155606407323,10.4474048614502,156.463123321533,4,0.648866692278141
