measure,label,model,dataset,arch,pvp,nshot,sample,value,time_train,time_test,run,majority
Recall,1,roberta,yelp,ia3,qa,10,1,0.0892,7.38208794593811,695.594743251801,3,0.2552
Recall,1,roberta,yelp,ia3,qa,10,1,0.1171,7.86056447029114,691.478508472443,4,0.2552
Recall,1,roberta,yelp,ia3,qa,10,1,0.2792,6.9710259437561,689.100501298904,5,0.2552
Recall,2,roberta,yelp,ia3,qa,10,1,0.3727,7.37815070152283,693.905823469162,1,0.0909
Recall,2,roberta,yelp,ia3,qa,10,1,0.1203,7.35192465782166,694.242094039917,2,0.0909
Recall,2,roberta,yelp,ia3,qa,10,1,0.0848,7.38208794593811,695.594743251801,3,0.0909
Recall,2,roberta,yelp,ia3,qa,10,1,0.0607,7.86056447029114,691.478508472443,4,0.0909
Recall,2,roberta,yelp,ia3,qa,10,1,0.0479,6.9710259437561,689.100501298904,5,0.0909
Recall,3,roberta,yelp,ia3,qa,10,1,0.1184,7.37815070152283,693.905823469162,1,0.156
Recall,3,roberta,yelp,ia3,qa,10,1,0.0904,7.35192465782166,694.242094039917,2,0.156
Recall,3,roberta,yelp,ia3,qa,10,1,0.3569,7.38208794593811,695.594743251801,3,0.156
Recall,3,roberta,yelp,ia3,qa,10,1,0.2221,7.86056447029114,691.478508472443,4,0.156
Recall,3,roberta,yelp,ia3,qa,10,1,0.1171,6.9710259437561,689.100501298904,5,0.156
Recall,4,roberta,yelp,ia3,qa,10,1,0.5499,7.37815070152283,693.905823469162,1,0.7424
Recall,4,roberta,yelp,ia3,qa,10,1,0.8454,7.35192465782166,694.242094039917,2,0.7424
Recall,4,roberta,yelp,ia3,qa,10,1,0.6191,7.38208794593811,695.594743251801,3,0.7424
Recall,4,roberta,yelp,ia3,qa,10,1,0.7669,7.86056447029114,691.478508472443,4,0.7424
Recall,4,roberta,yelp,ia3,qa,10,1,0.7694,6.9710259437561,689.100501298904,5,0.7424
Accuracy,Overall,roberta,yelp,ia3,qa,10,2,0.35352,7.34865069389343,701.264909982681,1,0.3746
Accuracy,Overall,roberta,yelp,ia3,qa,10,2,0.34768,7.36983585357666,708.183616876602,2,0.3746
Accuracy,Overall,roberta,yelp,ia3,qa,10,2,0.33178,7.33636856079102,703.222748756409,3,0.3746
Accuracy,Overall,roberta,yelp,ia3,qa,10,2,0.37006,6.85534119606018,682.500993013382,4,0.3746
Accuracy,Overall,roberta,yelp,ia3,qa,10,2,0.36624,6.78319334983826,689.538253545761,5,0.3746
F1,0,roberta,yelp,ia3,qa,10,2,0.327168046059734,7.34865069389343,701.264909982681,1,0.461818370847845
F1,0,roberta,yelp,ia3,qa,10,2,0.414746543778802,7.36983585357666,708.183616876602,2,0.461818370847845
F1,0,roberta,yelp,ia3,qa,10,2,0.472822597902846,7.33636856079102,703.222748756409,3,0.461818370847845
F1,0,roberta,yelp,ia3,qa,10,2,0.498546511627907,6.85534119606018,682.500993013382,4,0.461818370847845
F1,0,roberta,yelp,ia3,qa,10,2,0.417751659151933,6.78319334983826,689.538253545761,5,0.461818370847845
F1,1,roberta,yelp,ia3,qa,10,2,0.36951252356585,7.34865069389343,701.264909982681,1,0.345705002059402
F1,1,roberta,yelp,ia3,qa,10,2,0.338655146506386,7.36983585357666,708.183616876602,2,0.345705002059402
F1,1,roberta,yelp,ia3,qa,10,2,0.270606871688425,7.33636856079102,703.222748756409,3,0.345705002059402
F1,1,roberta,yelp,ia3,qa,10,2,0.222938388625592,6.85534119606018,682.500993013382,4,0.345705002059402
F1,1,roberta,yelp,ia3,qa,10,2,0.387319977472041,6.78319334983826,689.538253545761,5,0.345705002059402
F1,2,roberta,yelp,ia3,qa,10,2,0.333744841451801,7.34865069389343,701.264909982681,1,0.264949402023919
F1,2,roberta,yelp,ia3,qa,10,2,0.24564079101215,7.36983585357666,708.183616876602,2,0.264949402023919
F1,2,roberta,yelp,ia3,qa,10,2,0.280499519692603,7.33636856079102,703.222748756409,3,0.264949402023919
F1,2,roberta,yelp,ia3,qa,10,2,0.216514005044471,6.85534119606018,682.500993013382,4,0.264949402023919
F1,2,roberta,yelp,ia3,qa,10,2,0.0282137518684604,6.78319334983826,689.538253545761,5,0.264949402023919
F1,3,roberta,yelp,ia3,qa,10,2,0.22906141983515,7.34865069389343,701.264909982681,1,0.194554176072235
F1,3,roberta,yelp,ia3,qa,10,2,0.098788602627538,7.36983585357666,708.183616876602,2,0.194554176072235
F1,3,roberta,yelp,ia3,qa,10,2,0.142459152172276,7.33636856079102,703.222748756409,3,0.194554176072235
F1,3,roberta,yelp,ia3,qa,10,2,0.268414822908131,6.85534119606018,682.500993013382,4,0.194554176072235
F1,3,roberta,yelp,ia3,qa,10,2,0.184416571645762,6.78319334983826,689.538253545761,5,0.194554176072235
F1,4,roberta,yelp,ia3,qa,10,2,0.473081440877056,7.34865069389343,701.264909982681,1,0.509121377156568
F1,4,roberta,yelp,ia3,qa,10,2,0.481587181514974,7.36983585357666,708.183616876602,2,0.509121377156568
F1,4,roberta,yelp,ia3,qa,10,2,0.418124684796524,7.33636856079102,703.222748756409,3,0.509121377156568
F1,4,roberta,yelp,ia3,qa,10,2,0.529374033128325,6.85534119606018,682.500993013382,4,0.509121377156568
F1,4,roberta,yelp,ia3,qa,10,2,0.507925437484149,6.78319334983826,689.538253545761,5,0.509121377156568
F1,Overall,roberta,yelp,ia3,qa,10,2,0.346513654357918,7.34865069389343,701.264909982681,1,0.355229665631994
F1,Overall,roberta,yelp,ia3,qa,10,2,0.31588365308797,7.36983585357666,708.183616876602,2,0.355229665631994
F1,Overall,roberta,yelp,ia3,qa,10,2,0.316902565250535,7.33636856079102,703.222748756409,3,0.355229665631994
F1,Overall,roberta,yelp,ia3,qa,10,2,0.347157552266885,6.85534119606018,682.500993013382,4,0.355229665631994
F1,Overall,roberta,yelp,ia3,qa,10,2,0.305125479524469,6.78319334983826,689.538253545761,5,0.355229665631994
Precision,0,roberta,yelp,ia3,qa,10,2,0.583568677792041,7.34865069389343,701.264909982681,1,0.480892064523114
Precision,0,roberta,yelp,ia3,qa,10,2,0.459406903257171,7.36983585357666,708.183616876602,2,0.480892064523114
Precision,0,roberta,yelp,ia3,qa,10,2,0.5083985273815,7.33636856079102,703.222748756409,3,0.480892064523114
Precision,0,roberta,yelp,ia3,qa,10,2,0.483552631578947,6.85534119606018,682.500993013382,4,0.480892064523114
Precision,0,roberta,yelp,ia3,qa,10,2,0.423349419858302,6.78319334983826,689.538253545761,5,0.480892064523114
Precision,1,roberta,yelp,ia3,qa,10,2,0.335233751425314,7.34865069389343,701.264909982681,1,0.3187072820859
Precision,1,roberta,yelp,ia3,qa,10,2,0.319228045325779,7.36983585357666,708.183616876602,2,0.3187072820859
Precision,1,roberta,yelp,ia3,qa,10,2,0.298182255928735,7.33636856079102,703.222748756409,3,0.3187072820859
Precision,1,roberta,yelp,ia3,qa,10,2,0.302832618025751,6.85534119606018,682.500993013382,4,0.3187072820859
Precision,1,roberta,yelp,ia3,qa,10,2,0.324000538430475,6.78319334983826,689.538253545761,5,0.3187072820859
Precision,2,roberta,yelp,ia3,qa,10,2,0.257806114108223,7.34865069389343,701.264909982681,1,0.288713291661753
Precision,2,roberta,yelp,ia3,qa,10,2,0.249819046634267,7.36983585357666,708.183616876602,2,0.288713291661753
Precision,2,roberta,yelp,ia3,qa,10,2,0.240837696335079,7.33636856079102,703.222748756409,3,0.288713291661753
Precision,2,roberta,yelp,ia3,qa,10,2,0.321950256612712,6.85534119606018,682.500993013382,4,0.288713291661753
Precision,2,roberta,yelp,ia3,qa,10,2,0.214488636363636,6.78319334983826,689.538253545761,5,0.288713291661753
Precision,3,roberta,yelp,ia3,qa,10,2,0.341593973037272,7.34865069389343,701.264909982681,1,0.33022030651341
Precision,3,roberta,yelp,ia3,qa,10,2,0.336236933797909,7.36983585357666,708.183616876602,2,0.33022030651341
Precision,3,roberta,yelp,ia3,qa,10,2,0.288326729655593,7.33636856079102,703.222748756409,3,0.33022030651341
Precision,3,roberta,yelp,ia3,qa,10,2,0.246364699983286,6.85534119606018,682.500993013382,4,0.33022030651341
Precision,3,roberta,yelp,ia3,qa,10,2,0.384469096671949,6.78319334983826,689.538253545761,5,0.33022030651341
Precision,4,roberta,yelp,ia3,qa,10,2,0.463286042944785,7.34865069389343,701.264909982681,1,0.411145967890755
Precision,4,roberta,yelp,ia3,qa,10,2,0.366975842372793,7.36983585357666,708.183616876602,2,0.411145967890755
Precision,4,roberta,yelp,ia3,qa,10,2,0.341573176142486,7.33636856079102,703.222748756409,3,0.411145967890755
Precision,4,roberta,yelp,ia3,qa,10,2,0.425074228928074,6.85534119606018,682.500993013382,4,0.411145967890755
Precision,4,roberta,yelp,ia3,qa,10,2,0.371843668770888,6.78319334983826,689.538253545761,5,0.411145967890755
Recall,0,roberta,yelp,ia3,qa,10,2,0.2273,7.34865069389343,701.264909982681,1,0.4442
Recall,0,roberta,yelp,ia3,qa,10,2,0.378,7.36983585357666,708.183616876602,2,0.4442
Recall,0,roberta,yelp,ia3,qa,10,2,0.4419,7.33636856079102,703.222748756409,3,0.4442
Recall,0,roberta,yelp,ia3,qa,10,2,0.5145,6.85534119606018,682.500993013382,4,0.4442
Recall,0,roberta,yelp,ia3,qa,10,2,0.4123,6.78319334983826,689.538253545761,5,0.4442
Recall,1,roberta,yelp,ia3,qa,10,2,0.4116,7.34865069389343,701.264909982681,1,0.3777
Recall,1,roberta,yelp,ia3,qa,10,2,0.3606,7.36983585357666,708.183616876602,2,0.3777
Recall,1,roberta,yelp,ia3,qa,10,2,0.2477,7.33636856079102,703.222748756409,3,0.3777
Recall,1,roberta,yelp,ia3,qa,10,2,0.1764,6.85534119606018,682.500993013382,4,0.3777
Recall,1,roberta,yelp,ia3,qa,10,2,0.4814,6.78319334983826,689.538253545761,5,0.3777
Recall,2,roberta,yelp,ia3,qa,10,2,0.4731,7.34865069389343,701.264909982681,1,0.2448
Recall,2,roberta,yelp,ia3,qa,10,2,0.2416,7.36983585357666,708.183616876602,2,0.2448
Recall,2,roberta,yelp,ia3,qa,10,2,0.3358,7.33636856079102,703.222748756409,3,0.2448
Recall,2,roberta,yelp,ia3,qa,10,2,0.1631,6.85534119606018,682.500993013382,4,0.2448
Recall,2,roberta,yelp,ia3,qa,10,2,0.0151,6.78319334983826,689.538253545761,5,0.2448
Recall,3,roberta,yelp,ia3,qa,10,2,0.1723,7.34865069389343,701.264909982681,1,0.1379
Recall,3,roberta,yelp,ia3,qa,10,2,0.0579,7.36983585357666,708.183616876602,2,0.1379
Recall,3,roberta,yelp,ia3,qa,10,2,0.0946,7.33636856079102,703.222748756409,3,0.1379
Recall,3,roberta,yelp,ia3,qa,10,2,0.2948,6.85534119606018,682.500993013382,4,0.1379
Recall,3,roberta,yelp,ia3,qa,10,2,0.1213,6.78319334983826,689.538253545761,5,0.1379
Recall,4,roberta,yelp,ia3,qa,10,2,0.4833,7.34865069389343,701.264909982681,1,0.6684
Recall,4,roberta,yelp,ia3,qa,10,2,0.7003,7.36983585357666,708.183616876602,2,0.6684
Recall,4,roberta,yelp,ia3,qa,10,2,0.5389,7.33636856079102,703.222748756409,3,0.6684
Recall,4,roberta,yelp,ia3,qa,10,2,0.7015,6.85534119606018,682.500993013382,4,0.6684
Recall,4,roberta,yelp,ia3,qa,10,2,0.8011,6.78319334983826,689.538253545761,5,0.6684
Accuracy,Overall,roberta,yelp,ia3,qa,10,3,0.36502,7.30426859855652,688.732970714569,1,0.40334
Accuracy,Overall,roberta,yelp,ia3,qa,10,3,0.40996,7.24334931373596,695.550770282745,2,0.40334
Accuracy,Overall,roberta,yelp,ia3,qa,10,3,0.33076,7.20283198356628,697.368235111237,3,0.40334
Accuracy,Overall,roberta,yelp,ia3,qa,10,3,0.36888,7.25248622894287,697.929185390473,4,0.40334
Accuracy,Overall,roberta,yelp,ia3,qa,10,3,0.39202,7.26794171333313,697.076882123947,5,0.40334
F1,0,roberta,yelp,ia3,qa,10,3,0.446899461500028,7.30426859855652,688.732970714569,1,0.519522258414767
F1,0,roberta,yelp,ia3,qa,10,3,0.618621120599875,7.24334931373596,695.550770282745,2,0.519522258414767
F1,0,roberta,yelp,ia3,qa,10,3,0.432809386761125,7.20283198356628,697.368235111237,3,0.519522258414767
F1,0,roberta,yelp,ia3,qa,10,3,0.466110488523638,7.25248622894287,697.929185390473,4,0.519522258414767
F1,0,roberta,yelp,ia3,qa,10,3,0.475130553890934,7.26794171333313,697.076882123947,5,0.519522258414767
F1,1,roberta,yelp,ia3,qa,10,3,0.228837080210935,7.30426859855652,688.732970714569,1,0.321140366378041
F1,1,roberta,yelp,ia3,qa,10,3,0.29732868757259,7.24334931373596,695.550770282745,2,0.321140366378041
F1,1,roberta,yelp,ia3,qa,10,3,0.234465172460072,7.20283198356628,697.368235111237,3,0.321140366378041
F1,1,roberta,yelp,ia3,qa,10,3,0.274966791450308,7.25248622894287,697.929185390473,4,0.321140366378041
F1,1,roberta,yelp,ia3,qa,10,3,0.413368663988375,7.26794171333313,697.076882123947,5,0.321140366378041
F1,2,roberta,yelp,ia3,qa,10,3,0.355338165951158,7.30426859855652,688.732970714569,1,0.27015558698727
F1,2,roberta,yelp,ia3,qa,10,3,0.17256055095566,7.24334931373596,695.550770282745,2,0.27015558698727
F1,2,roberta,yelp,ia3,qa,10,3,0.330190558395857,7.20283198356628,697.368235111237,3,0.27015558698727
F1,2,roberta,yelp,ia3,qa,10,3,0.108657019548109,7.25248622894287,697.929185390473,4,0.27015558698727
F1,2,roberta,yelp,ia3,qa,10,3,0.00830039525691699,7.26794171333313,697.076882123947,5,0.27015558698727
F1,3,roberta,yelp,ia3,qa,10,3,0.13854422400637,7.30426859855652,688.732970714569,1,0.147386574688246
F1,3,roberta,yelp,ia3,qa,10,3,0.101297288899246,7.24334931373596,695.550770282745,2,0.147386574688246
F1,3,roberta,yelp,ia3,qa,10,3,0.233202672113951,7.20283198356628,697.368235111237,3,0.147386574688246
F1,3,roberta,yelp,ia3,qa,10,3,0.196825050460968,7.25248622894287,697.929185390473,4,0.147386574688246
F1,3,roberta,yelp,ia3,qa,10,3,0.143172129942672,7.26794171333313,697.076882123947,5,0.147386574688246
F1,4,roberta,yelp,ia3,qa,10,3,0.538404052146475,7.30426859855652,688.732970714569,1,0.561699809316263
F1,4,roberta,yelp,ia3,qa,10,3,0.513469433665148,7.24334931373596,695.550770282745,2,0.561699809316263
F1,4,roberta,yelp,ia3,qa,10,3,0.403937217345039,7.20283198356628,697.368235111237,3,0.561699809316263
F1,4,roberta,yelp,ia3,qa,10,3,0.555262526971949,7.25248622894287,697.929185390473,4,0.561699809316263
F1,4,roberta,yelp,ia3,qa,10,3,0.555600731856068,7.26794171333313,697.076882123947,5,0.561699809316263
F1,Overall,roberta,yelp,ia3,qa,10,3,0.341604596762993,7.30426859855652,688.732970714569,1,0.363980919156917
F1,Overall,roberta,yelp,ia3,qa,10,3,0.340655416338504,7.24334931373596,695.550770282745,2,0.363980919156917
F1,Overall,roberta,yelp,ia3,qa,10,3,0.326921001415209,7.20283198356628,697.368235111237,3,0.363980919156917
F1,Overall,roberta,yelp,ia3,qa,10,3,0.320364375390994,7.25248622894287,697.929185390473,4,0.363980919156917
F1,Overall,roberta,yelp,ia3,qa,10,3,0.319114494986993,7.26794171333313,697.076882123947,5,0.363980919156917
Precision,0,roberta,yelp,ia3,qa,10,3,0.502308748284039,7.30426859855652,688.732970714569,1,0.459193857965451
Precision,0,roberta,yelp,ia3,qa,10,3,0.53016779721528,7.24334931373596,695.550770282745,2,0.459193857965451
Precision,0,roberta,yelp,ia3,qa,10,3,0.484630639563709,7.20283198356628,697.368235111237,3,0.459193857965451
Precision,0,roberta,yelp,ia3,qa,10,3,0.398424749875825,7.25248622894287,697.929185390473,4,0.459193857965451
Precision,0,roberta,yelp,ia3,qa,10,3,0.415356982487652,7.26794171333313,697.076882123947,5,0.459193857965451
Precision,1,roberta,yelp,ia3,qa,10,3,0.373753399818676,7.30426859855652,688.732970714569,1,0.390712340547513
Precision,1,roberta,yelp,ia3,qa,10,3,0.469268923873194,7.24334931373596,695.550770282745,2,0.390712340547513
Precision,1,roberta,yelp,ia3,qa,10,3,0.356385148918809,7.20283198356628,697.368235111237,3,0.390712340547513
Precision,1,roberta,yelp,ia3,qa,10,3,0.346997866504115,7.25248622894287,697.929185390473,4,0.390712340547513
Precision,1,roberta,yelp,ia3,qa,10,3,0.360949395432154,7.26794171333313,697.076882123947,5,0.390712340547513
Precision,2,roberta,yelp,ia3,qa,10,3,0.274133999348463,7.30426859855652,688.732970714569,1,0.378285920057616
Precision,2,roberta,yelp,ia3,qa,10,3,0.381457406773863,7.24334931373596,695.550770282745,2,0.378285920057616
Precision,2,roberta,yelp,ia3,qa,10,3,0.247142431169864,7.20283198356628,697.368235111237,3,0.378285920057616
Precision,2,roberta,yelp,ia3,qa,10,3,0.353329664281783,7.25248622894287,697.929185390473,4,0.378285920057616
Precision,2,roberta,yelp,ia3,qa,10,3,0.35,7.26794171333313,697.076882123947,5,0.378285920057616
Precision,3,roberta,yelp,ia3,qa,10,3,0.205876552948136,7.30426859855652,688.732970714569,1,0.218873128447597
Precision,3,roberta,yelp,ia3,qa,10,3,0.226940480334146,7.24334931373596,695.550770282745,2,0.218873128447597
Precision,3,roberta,yelp,ia3,qa,10,3,0.260322938493775,7.20283198356628,697.368235111237,3,0.218873128447597
Precision,3,roberta,yelp,ia3,qa,10,3,0.216540631376786,7.25248622894287,697.929185390473,4,0.218873128447597
Precision,3,roberta,yelp,ia3,qa,10,3,0.270105379922352,7.26794171333313,697.076882123947,5,0.218873128447597
Precision,4,roberta,yelp,ia3,qa,10,3,0.460315206588102,7.30426859855652,688.732970714569,1,0.425857083849649
Precision,4,roberta,yelp,ia3,qa,10,3,0.357170800406854,7.24334931373596,695.550770282745,2,0.425857083849649
Precision,4,roberta,yelp,ia3,qa,10,3,0.431608868675384,7.20283198356628,697.368235111237,3,0.425857083849649
Precision,4,roberta,yelp,ia3,qa,10,3,0.422253477105798,7.25248622894287,697.929185390473,4,0.425857083849649
Precision,4,roberta,yelp,ia3,qa,10,3,0.420159885210618,7.26794171333313,697.076882123947,5,0.425857083849649
Recall,0,roberta,yelp,ia3,qa,10,3,0.4025,7.30426859855652,688.732970714569,1,0.5981
Recall,0,roberta,yelp,ia3,qa,10,3,0.7425,7.24334931373596,695.550770282745,2,0.5981
Recall,0,roberta,yelp,ia3,qa,10,3,0.391,7.20283198356628,697.368235111237,3,0.5981
Recall,0,roberta,yelp,ia3,qa,10,3,0.5615,7.25248622894287,697.929185390473,4,0.5981
Recall,0,roberta,yelp,ia3,qa,10,3,0.555,7.26794171333313,697.076882123947,5,0.5981
Recall,1,roberta,yelp,ia3,qa,10,3,0.1649,7.30426859855652,688.732970714569,1,0.2726
Recall,1,roberta,yelp,ia3,qa,10,3,0.2176,7.24334931373596,695.550770282745,2,0.2726
Recall,1,roberta,yelp,ia3,qa,10,3,0.1747,7.20283198356628,697.368235111237,3,0.2726
Recall,1,roberta,yelp,ia3,qa,10,3,0.2277,7.25248622894287,697.929185390473,4,0.2726
Recall,1,roberta,yelp,ia3,qa,10,3,0.4836,7.26794171333313,697.076882123947,5,0.2726
Recall,2,roberta,yelp,ia3,qa,10,3,0.5049,7.30426859855652,688.732970714569,1,0.2101
Recall,2,roberta,yelp,ia3,qa,10,3,0.1115,7.24334931373596,695.550770282745,2,0.2101
Recall,2,roberta,yelp,ia3,qa,10,3,0.4973,7.20283198356628,697.368235111237,3,0.2101
Recall,2,roberta,yelp,ia3,qa,10,3,0.0642,7.25248622894287,697.929185390473,4,0.2101
Recall,2,roberta,yelp,ia3,qa,10,3,0.0042,7.26794171333313,697.076882123947,5,0.2101
Recall,3,roberta,yelp,ia3,qa,10,3,0.1044,7.30426859855652,688.732970714569,1,0.1111
Recall,3,roberta,yelp,ia3,qa,10,3,0.0652,7.24334931373596,695.550770282745,2,0.1111
Recall,3,roberta,yelp,ia3,qa,10,3,0.2112,7.20283198356628,697.368235111237,3,0.1111
